[2026-02-10T04:46:07.873Z] {"timestamp":1770698767661,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":5562,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:09.875Z] {"timestamp":1770698768211,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6158,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:09.875Z] {"timestamp":1770698768711,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":7137.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:09.875Z] {"timestamp":1770698769545,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":7856.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:11.876Z] {"timestamp":1770698770336,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":7358,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:11.876Z] {"timestamp":1770698770836,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":8428,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:11.876Z] {"timestamp":1770698771466,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":7956.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:13.877Z] {"timestamp":1770698771967,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":7052.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:13.877Z] {"timestamp":1770698772750,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6156.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:13.877Z] {"timestamp":1770698773346,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":5658,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:15.874Z] {"timestamp":1770698775547,"kind":"click","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"div","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\GameSection.tsx:438","href":null,"text":"AWARD WINNER Global GameJam 成都站优秀作品","selectorHint":"[data-loc=\"client\\src\\components\\GameSection.tsx:438\"]"},"x":959,"y":644}}
[2026-02-10T04:46:17.877Z] {"timestamp":1770698775945,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":5956.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:17.877Z] {"timestamp":1770698776890,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"}}}
[2026-02-10T04:46:17.877Z] {"timestamp":1770698776994,"kind":"click","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"x":1613,"y":37}}
[2026-02-10T04:46:17.877Z] {"timestamp":1770698777008,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6081.33349609375,"documentHeight":16783,"viewportHeight":932}}
[2026-02-10T04:46:17.877Z] {"timestamp":1770698777623,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6082,"documentHeight":16783,"viewportHeight":932}}
[2026-02-10T04:46:19.873Z] {"timestamp":1770698778262,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6580.66650390625,"documentHeight":16783,"viewportHeight":932}}
[2026-02-10T04:46:19.873Z] {"timestamp":1770698778946,"kind":"click","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"中文","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"x":1606,"y":42}}
[2026-02-10T04:46:19.873Z] {"timestamp":1770698778959,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6057.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:46:21.874Z] {"timestamp":1770698781201,"kind":"focusout","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"value":null}}
[2026-02-10T04:46:21.874Z] {"timestamp":1770698781639,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"}}}
[2026-02-10T04:46:21.874Z] {"timestamp":1770698781789,"kind":"focusout","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"value":null}}
[2026-02-10T04:47:08.039Z] {"timestamp":1770698826156,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6057.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:47:21.574Z] {"timestamp":1770698839693,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6057.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:47:24.699Z] {"timestamp":1770698842826,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6057.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:47:38.232Z] {"timestamp":1770698856540,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6057.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:47:40.286Z] {"timestamp":1770698858381,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6057.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:47:53.008Z] {"timestamp":1770698871087,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6057.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:50:39.008Z] {"timestamp":1770699037720,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6056.66650390625,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:50:39.008Z] {"timestamp":1770699038242,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"}}}
[2026-02-10T04:50:39.008Z] {"timestamp":1770699038323,"kind":"click","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"x":1640,"y":36}}
[2026-02-10T04:50:39.008Z] {"timestamp":1770699038338,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":5881.33349609375,"documentHeight":16783,"viewportHeight":932}}
[2026-02-10T04:50:39.008Z] {"timestamp":1770699038867,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6082,"documentHeight":16783,"viewportHeight":932}}
[2026-02-10T04:50:41.007Z] {"timestamp":1770699039861,"kind":"click","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"中文","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"x":1604,"y":29}}
[2026-02-10T04:50:41.007Z] {"timestamp":1770699039874,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"scrollX":0,"scrollY":6157.33349609375,"documentHeight":16326,"viewportHeight":932}}
[2026-02-10T04:50:41.007Z] {"timestamp":1770699040432,"kind":"click","url":"http://localhost:3000/","viewport":{"width":1707,"height":932},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\PixelNav.tsx:72","href":null,"text":"EN","selectorHint":"[data-loc=\"client\\src\\components\\PixelNav.tsx:72\"]"},"x":1604,"y":29}}
